basioccipital_proc_ant	788	1735
basipterygoid_proc_med_L	988	1775
basipterygoid_proc_med_R	988	1727
basipterygoid_proc_post_L	905	1805
basipterygoid_proc_post_R	917	1685
foramen_magnum_sup	264	1760
jugal_upperbeak_L	1879	2007
jugal_upperbeak_R	1883	1569
mand_condyle_quadrate_lat_L	799	2075
mand_condyle_quadrate_lat_R	842	1304
mand_condyle_quadrate_med_L	844	1963
mand_condyle_quadrate_med_R	862	1430
occipital_condyle	390	1703
opisthotic_process_L	455	1953
opisthotic_process_R	519	1389
postorbital_process_dist_inf_L	981	2206
postorbital_process_dist_inf_R	1024	1354
pterygoid_palatine_L	1109	1813
pterygoid_palatine_R	1121	1691
quadrate_jugal_L	690	2114
quadrate_jugal_R	695	1284
quadrate_pterygoid_L	842	1946
quadrate_pterygoid_R	869	1469
tomium_prox_L	1735	2020
tomium_prox_R	1750	1485
upperbeak_palatine_L	1876	1976
upperbeak_palatine_R	1880	1598
upperbeak_tip	3102	1771
tomium_R0001	3102	1771
tomium_R0002	3102.06567387737	1770.09262565547
tomium_R0003	3102.1316207809	1769.10662113269
tomium_R0004	3102.19118572809	1768.13266023582
tomium_R0005	3102.24454641599	1767.17057907535
tomium_R0006	3102.29187649854	1766.22021626537
tomium_R0007	3102.33334567206	1765.28141288137
tomium_R0008	3102.36911975904	1764.35401241869
tomium_R0009	3102.3993607902	1763.43786075187
tomium_R0010	3102.42422708488	1762.5328060946
tomium_R0011	3102.44556590192	1761.54939205648
tomium_R0012	3102.46079565869	1760.57806182311
tomium_R0013	3102.47009476965	1759.61864978811
tomium_R0014	3102.4736375304	1758.67099289206
tomium_R0015	3102.47159420529	1757.73493057931
tomium_R0016	3102.46413111326	1756.81030475553
tomium_R0017	3102.45141071198	1755.89695974612
tomium_R0018	3102.43359168015	1754.99474225525
tomium_R0019	3102.40827244434	1754.01448418393
tomium_R0020	3102.37713230273	1753.04634644131
tomium_R0021	3102.34035033893	1752.09016170091
tomium_R0022	3102.29810144032	1751.14576522738
tomium_R0023	3102.25055638785	1750.21299483229
tomium_R0024	3102.19788194405	1749.29169083082
tomium_R0025	3102.1402409392	1748.38169599908
tomium_R0026	3102.07779235568	1747.48285553241
tomium_R0027	3102.00369254797	1746.5063433393
tomium_R0028	3101.92407581426	1745.54198416021
tomium_R0029	3101.8391218565	1744.58960894594
tomium_R0030	3101.74900610143	1743.64905128341
tomium_R0031	3101.65389979261	1742.7201473505
tomium_R0032	3101.55397008064	1741.80273587168
tomium_R0033	3101.44938011142	1740.89665807443
tomium_R0034	3101.34028911267	1740.00175764658
tomium_R0035	3101.21521130773	1739.02960652158
tomium_R0036	3101.08493696756	1738.06963706686
tomium_R0037	3100.94964635904	1737.12167850853
tomium_R0038	3100.80951539319	1736.18556275472
tomium_R0039	3100.66471571952	1735.26112434933
tomium_R0040	3100.51541481847	1734.34820042667
tomium_R0041	3100.36177609186	1733.44663066696
tomium_R0042	3100.20395895156	1732.55625725257
tomium_R0043	3100.02562839055	1731.58910854064
tomium_R0044	3099.842438701	1730.63416592886
tomium_R0045	3099.65457065864	1729.69125691743
tomium_R0046	3099.46220060096	1728.76021173527
tomium_R0047	3099.26550052397	1727.8408632928
tomium_R0048	3099.06463817688	1726.93304713547
tomium_R0049	3098.85977715488	1726.0366013983
tomium_R0050	3098.65107698996	1725.15136676116
tomium_R0051	3098.41713907744	1724.18988886702
tomium_R0052	3098.17869708392	1723.24063707215
tomium_R0053	3097.93593223505	1722.30343715026
tomium_R0054	3097.68902123418	1721.37811765146
tomium_R0055	3097.43813636145	1720.46450985389
tomium_R0056	3097.18344557092	1719.56244771626
tomium_R0057	3096.92511258563	1718.67176783129
tomium_R0058	3096.66329699066	1717.79230937999
tomium_R0059	3096.3981543243	1716.92391408678
tomium_R0060	3096.10268548161	1715.98079905844
tomium_R0061	3095.80326106374	1715.04975199148
tomium_R0062	3095.50005814069	1714.13059973377
tomium_R0063	3095.19324927522	1713.22317190887
tomium_R0064	3094.88300262241	1712.32730086753
tomium_R0065	3094.56948202704	1711.44282164007
tomium_R0066	3094.2528471191	1710.56957188959
tomium_R0067	3093.93325340712	1709.70739186609
tomium_R0068	3093.61085236969	1708.85612436144
tomium_R0069	3093.28579154499	1708.01561466515
tomium_R0070	3092.92514135057	1707.10284052343
tomium_R0071	3092.56125879552	1706.20180368911
tomium_R0072	3092.19431229682	1705.31233485875
tomium_R0073	3091.824465879	1704.43426745537
tomium_R0074	3091.451879272	1703.56743758059
tomium_R0075	3091.07670800691	1702.71168396772
tomium_R0076	3090.69910350975	1701.86684793568
tomium_R0077	3090.31921319324	1701.03277334377
tomium_R0078	3089.93718054667	1700.20930654729
tomium_R0079	3089.51442303582	1699.31511692703
tomium_R0080	3089.08898747891	1698.43250424262
tomium_R0081	3088.66103807827	1697.56130028742
tomium_R0082	3088.2307346595	1696.70133958036
tomium_R0083	3087.79823276967	1695.85245931789
tomium_R0084	3087.36368377344	1695.01449932691
tomium_R0085	3086.92723494718	1694.18730201847
tomium_R0086	3086.48902957105	1693.37071234241
tomium_R0087	3086.0492070192	1692.56457774277
tomium_R0088	3085.60790284807	1691.76874811412
tomium_R0089	3085.16524888276	1690.98307575861
tomium_R0090	3084.67667665602	1690.12996724368
tomium_R0091	3084.18629188538	1689.28794573125
tomium_R0092	3083.69424599177	1688.45684948855
tomium_R0093	3083.20068622934	1687.63651941229
tomium_R0094	3082.7057557799	1686.82679898224
tomium_R0095	3082.20959384538	1686.02753421567
tomium_R0096	3081.71233573834	1685.23857362261
tomium_R0097	3081.21411297058	1684.45976816196
tomium_R0098	3080.7150533398	1683.69097119841
tomium_R0099	3080.21528101455	1682.93203846019
tomium_R0100	3079.71491661725	1682.18282799757
tomium_R0101	3079.16369356785	1681.36935175641
tomium_R0102	3078.61148561151	1680.56648944853
tomium_R0103	3078.05843189036	1679.77408559909
