basipterygoid_proc_lat_R	-40.0289626549766	18.0484499914803	35.4875343205956
basipterygoid_proc_post_R	-42.9702389775349	20.4201883105996	35.3082569476859
jugal_tubercle_R	-19.6092638659971	16.4906913645523	29.1255391577404
jugal_upperbeak_R	-3.97184238905445	17.8314990479807	33.5025486277729
nasalfrontalhinge_cranium_R	-13.0665218047382	4.22248412012261	40.8316767973597
opisthotic_process_R	-58.38175993993	24.2886599621505	21.2304095911761
otic_proc_tubercle_R	-51.2230186523191	14.2166729300953	26.0685532417079
postorbital_process_dist_inf_R	-38.4338689982949	9.09339923613505	23.7533682396523
pterygoid_palatine_R	-35.2585665092008	20.6718099703094	35.2147961353549
quadrate_cranium_lc_R	-53.8281870381459	13.8804689359386	25.4420221282854
quadrate_jugal_R	-48.6856900260058	20.7969676881548	18.4670344491728
quadrate_pterygoid_R	-44.0971631703844	21.9870620873434	25.9161270601658
tomium_prox_R	-9.77039024664229	19.6641189688278	30.4108461043203
