pterygoid_crest_R0001	1140	1672
pterygoid_crest_R0002	1140.01147118755	1671.01269280263
pterygoid_crest_R0003	1140.00639369994	1670.04183226255
pterygoid_crest_R0004	1139.98526005977	1669.08712309884
pterygoid_crest_R0005	1139.94855135643	1668.14827558659
pterygoid_crest_R0006	1139.89673748991	1667.22500544956
pterygoid_crest_R0007	1139.83027740962	1666.31703375487
pterygoid_crest_R0008	1139.74074020791	1665.33511744906
pterygoid_crest_R0009	1139.63447253033	1664.37007064546
pterygoid_crest_R0010	1139.51199243599	1663.42158434732
pterygoid_crest_R0011	1139.37380582342	1662.48935543982
pterygoid_crest_R0012	1139.22040669107	1661.57308657577
pterygoid_crest_R0013	1139.0522773924	1660.67248606341
pterygoid_crest_R0014	1138.86988888582	1659.78726775653
pterygoid_crest_R0015	1138.65322722605	1658.83048125078
pterygoid_crest_R0016	1138.42020420119	1657.89067380277
pterygoid_crest_R0017	1138.17135213172	1656.96752813917
pterygoid_crest_R0018	1137.90719067767	1656.06073309433
pterygoid_crest_R0019	1137.62822711119	1655.16998349072
pterygoid_crest_R0020	1137.33495658357	1654.29498002187
pterygoid_crest_R0021	1137.0278623867	1653.43542913752
pterygoid_crest_R0022	1136.70741620912	1652.59104293108
pterygoid_crest_R0023	1136.3398637674	1651.67894097401
pterygoid_crest_R0024	1135.95689813936	1650.7835955208
pterygoid_crest_R0025	1135.55905332222	1649.90468706027
pterygoid_crest_R0026	1135.14685041388	1649.0419023001
pterygoid_crest_R0027	1134.72079789239	1648.19493404442
pterygoid_crest_R0028	1134.28139188958	1647.36348107392
pterygoid_crest_R0029	1133.82911645897	1646.54724802825
pterygoid_crest_R0030	1133.36444383825	1645.7459452908
pterygoid_crest_R0031	1132.88783470622	1644.95928887573
pterygoid_crest_R0032	1132.39973843443	1644.18700031725
pterygoid_crest_R0033	1131.90059333355	1643.42880656107
pterygoid_crest_R0034	1131.39082689475	1642.68443985803
pterygoid_crest_R0035	1130.81802155305	1641.88089239436
pterygoid_crest_R0036	1130.23279718962	1641.09263923538
pterygoid_crest_R0037	1129.63563912149	1640.31938298733
pterygoid_crest_R0038	1129.02702062608	1639.56083210494
pterygoid_crest_R0039	1128.4074032046	1638.81670077578
pterygoid_crest_R0040	1127.77723684004	1638.08670880684
pterygoid_crest_R0041	1127.13696024966	1637.37058151337
pterygoid_crest_R0042	1126.48700113232	1636.66804960998
pterygoid_crest_R0043	1125.82777641061	1635.97884910384
pterygoid_crest_R0044	1125.15969246797	1635.30272119002
pterygoid_crest_R0045	1124.48314538083	1634.63941214891
pterygoid_crest_R0046	1123.79852114591	1633.98867324567
pterygoid_crest_R0047	1123.1061959028	1633.35026063168
pterygoid_crest_R0048	1122.40653615186	1632.72393524794
pterygoid_crest_R0049	1121.69989896761	1632.10946273036
pterygoid_crest_R0050	1120.98663220759	1631.506613317
pterygoid_crest_R0051	1120.26707471692	1630.91516175707
pterygoid_crest_R0052	1119.54155652852	1630.3348872218
pterygoid_crest_R0053	1118.81039905921	1629.765573217
pterygoid_crest_R0054	1118.07391530159	1629.20700749744
pterygoid_crest_R0055	1117.33241001203	1628.65898198289
pterygoid_crest_R0056	1116.5861798946	1628.12129267579
pterygoid_crest_R0057	1115.83551378121	1627.59373958062
pterygoid_crest_R0058	1115.08069280792	1627.07612662481
pterygoid_crest_R0059	1114.32199058761	1626.56826158126
pterygoid_crest_R0060	1113.55967337893	1626.06995599238
pterygoid_crest_R0061	1112.79400025178	1625.5810250956
pterygoid_crest_R0062	1112.02522324925	1625.10128775046
pterygoid_crest_R0063	1111.25358754616	1624.630566367
pterygoid_crest_R0064	1110.47933160428	1624.1686868357
pterygoid_crest_R0065	1109.62446849688	1623.67037938079
pterygoid_crest_R0066	1108.7661395764	1623.1818607781
pterygoid_crest_R0067	1107.90461858839	1622.70293750413
pterygoid_crest_R0068	1107.04017178312	1622.23341987375
pterygoid_crest_R0069	1106.17305808523	1621.77312196395
pterygoid_crest_R0070	1105.30352925969	1621.32186153909
pterygoid_crest_R0071	1104.43183007447	1620.87945997766
pterygoid_crest_R0072	1103.55819845955	1620.44574220046
pterygoid_crest_R0073	1102.68286566271	1620.02053660026
pterygoid_crest_R0074	1101.80605640199	1619.60367497281
pterygoid_crest_R0075	1100.92798901488	1619.19499244923
pterygoid_crest_R0076	1100.04887560441	1618.79432742977
pterygoid_crest_R0077	1099.16892218208	1618.4015215189
pterygoid_crest_R0078	1098.28832880782	1618.01641946159
pterygoid_crest_R0079	1097.40728972692	1617.63886908102
pterygoid_crest_R0080	1096.52599350409	1617.26872121734
pterygoid_crest_R0081	1095.64462315465	1616.90582966784
pterygoid_crest_R0082	1094.76335627293	1616.55005112813
pterygoid_crest_R0083	1093.88236515796	1616.20124513466
pterygoid_crest_R0084	1093.00181693641	1615.85927400821
pterygoid_crest_R0085	1092.121873683	1615.52400279866
pterygoid_crest_R0086	1091.24269253828	1615.19529923073
pterygoid_crest_R0087	1090.36442582391	1614.87303365093
pterygoid_crest_R0088	1089.48722115547	1614.55707897541
pterygoid_crest_R0089	1088.61122155287	1614.24731063899
pterygoid_crest_R0090	1087.73656554835	1613.9436065451
pterygoid_crest_R0091	1086.86338729227	1613.6458470168
pterygoid_crest_R0092	1085.99181665648	1613.35391474869
pterygoid_crest_R0093	1085.12197933561	1613.06769475983
pterygoid_crest_R0094	1084.25399694611	1612.7870743476
pterygoid_crest_R0095	1083.38798712315	1612.51194304243
pterygoid_crest_R0096	1082.5240636155	1612.24219256349
pterygoid_crest_R0097	1081.66233637826	1611.97771677519
