976.5578003	914.9088135
1104.968018	914.8207397
1233.112793	915.2814331
1361.980591	915.6262207
1489.448608	915.671814
1618.121826	916.1331787
1745.310181	916.6213989
1873.637695	916.8101807
2001.546997	917.3098755
2129.541992	917.1956787
2257.087158	918.043457
2385.094727	917.5991211
2512.595703	918.3948364
2640.831787	918.963562
2767.91626	919.3110962
2896.105225	919.2695923
3022.88623	919.9172974
3150.931641	920.0992432
3278.228271	920.6392212
3406.106445	920.8027954
3533.161377	921.703125
976.4116821	1042.367554
1104.531616	1042.821899
1233.350464	1043.016113
1361.244141	1043.672363
1489.567627	1043.258545
1617.057373	1044.351196
1745.396973	1044.135986
1873.424072	1044.636963
2001.181274	1044.995117
2128.802246	1045.373779
2256.645264	1045.296875
2384.153076	1045.750366
2512.34082	1046.305176
2639.641357	1046.661011
2767.506348	1046.773071
2894.581055	1047.253296
3022.854492	1047.150024
3149.786621	1047.456055
3277.900635	1048.325562
3404.519287	1048.840332
3532.524658	1048.79187
976.2642212	1170.684326
1104.716187	1170.480347
1233.102417	1171.008423
1361.342163	1170.795654
1488.992188	1171.621582
1617.123657	1171.374023
1744.959717	1172.157959
1873.373901	1172.116211
2000.428711	1172.462646
2128.719971	1172.756226
2256.170898	1173.064697
2384.206299	1173.247192
2511.67334	1173.735596
2639.543213	1174.266113
2766.55249	1174.776123
2894.273926	1174.572266
3021.589355	1175.233276
3149.428955	1174.888062
3276.512939	1175.969727
3404.147705	1175.44043
3531.315186	1176.038086
976.7758789	1297.490723
1104.771729	1298.057617
1233.414673	1298.472778
1360.883545	1298.806396
1489.675049	1299.41687
1616.962891	1299.758057
1744.948242	1299.583984
1872.36145	1299.868164
2000.772217	1299.966431
2127.822266	1300.291992
2256.305908	1300.602417
2383.520264	1300.741577
2511.266602	1301.052368
2638.479004	1301.437378
2766.334473	1301.555542
2893.463623	1302.129517
3021.157715	1302.068237
3148.38916	1302.42395
3276.27002	1303.168701
3402.646973	1302.875732
3531.073242	1303.359253
976.1420898	1426.02771
1104.611572	1425.678955
1232.435181	1426.549683
1361.00061	1425.582031
1488.141968	1426.736328
1617.036987	1426.43811
1744.719604	1426.249146
1872.203125	1426.83252
1999.742798	1427.131592
2128.279785	1427.442749
2255.541992	1427.769653
2383.307617	1428.213867
2510.592529	1428.293579
2638.745361	1428.785767
2765.774658	1429.126709
2893.237549	1429.086792
3020.547607	1429.331055
3148.310791	1429.855469
3274.792725	1429.851196
3402.909424	1430.102539
3529.462646	1430.428345
975.9178467	1553.005981
1104.617676	1552.868042
1232.513916	1553.01709
1360.319458	1553.406128
1488.701782	1553.611816
1615.583862	1553.736206
1743.955078	1554.267822
1871.387817	1554.15564
1999.457886	1554.393188
2127.078125	1554.574707
2255.264893	1554.487671
2382.220459	1555.361572
2510.474854	1555.27356
2637.580811	1555.692383
2765.36499	1555.637207
2892.165527	1556.139038
3019.739014	1555.704834
3146.63501	1556.400391
3274.375244	1556.883667
3401.602051	1557.378418
3529.736084	1557.29541
975.4455566	1679.967407
1104.193848	1680.221313
1232.390381	1680.397827
1360.061035	1680.477905
1487.732422	1681.261719
1616.323853	1681.673218
1742.991333	1681.174683
1871.625244	1681.813354
1998.616699	1681.932373
2126.889893	1681.726807
2254.0625	1682.03772
2382.424072	1682.317749
2508.780273	1682.931641
2637.080322	1682.688843
2763.509277	1682.966431
2891.567383	1682.916626
3018.458984	1683.451538
3146.502441	1683.345703
3273.318604	1683.929565
3401.039307	1684.05249
3528.2854	1684.499756
976.1147461	1807.81189
1104.045898	1807.648193
1232.270752	1807.400635
1359.917725	1807.562256
1488.11792	1807.588623
1615.156006	1807.744995
1743.437744	1808.364502
1870.867798	1808.773804
1998.917725	1808.685913
2126.146484	1808.430298
2254.083252	1808.934937
2380.847412	1809.236572
2509.226562	1808.845703
2636.0354	1809.839844
2764.233154	1809.798218
2890.798828	1809.888794
3018.217773	1809.7229
3145.451416	1810.277344
3272.984863	1810.126221
3400.05127	1810.933105
3527.607422	1810.750488
975.3932495	1934.682373
1103.836304	1934.574829
1231.589478	1935.061523
1359.758789	1935.015747
1487.232788	1934.988281
