4002.583496	2703.471436
3831.651855	2701.418213
3661.140625	2700.422852
3490.255859	2698.703125
3319.676514	2697.673096
3149.012939	2695.281006
2977.991943	2694.067871
2806.069824	2692.636963
2635.419678	2690.730957
2464.023682	2689.01416
2293.311279	2687.746826
2122.071777	2685.984131
1950.628296	2684.530029
1778.484619	2682.421387
1607.245483	2681.091064
1435.404663	2679.318848
1263.174316	2677.974854
1090.826538	2676.089355
918.3892822	2675.405518
745.9605713	2673.786865
573.1602173	2671.938965
3994.516846	2536.68335
3824.409912	2535.48291
3654.77417	2533.201172
3484.751953	2531.544922
3315.066162	2530.292236
3144.911865	2528.516846
2975.486328	2526.831299
2804.71875	2525.551758
2634.673096	2523.738037
2464.249756	2521.820557
2294.343018	2520.28418
2123.952393	2519.102295
1952.930298	2517.26123
1782.704468	2515.666016
1611.224487	2513.469727
1440.638184	2512.211914
1269.635986	2510.078369
1098.217041	2509.126221
926.6382446	2507.389648
755.3529053	2506.060791
583.3473511	2504.265137
3986.530762	2372.175781
3817.755859	2369.565186
3648.709473	2368.4104
3479.836182	2367.011719
3311.159912	2365.025879
3141.577637	2363.631592
2972.643066	2362.525879
2803.38208	2360.05957
2634.195801	2358.706299
2464.839844	2356.970947
2295.764893	2355.495605
2125.937256	2353.708252
1956.330078	2351.664062
1786.178955	2350.27002
1616.275391	2348.478027
1446.345825	2346.664062
1276.178833	2344.641846
1105.490845	2342.835693
934.7041626	2341.617188
763.8947754	2339.981445
593.5053101	2338.592041
3978.63501	2208.527832
3810.815674	2206.751221
3642.358643	2205.195068
3474.995361	2203.629639
3306.385254	2201.91333
3138.513428	2199.964355
2969.529053	2198.571045
2801.504395	2197.001953
2632.644287	2194.996826
2465.29834	2193.898682
2295.792725	2191.897217
2128.31958	2189.830566
1958.461182	2188.185791
1789.662231	2186.869141
1620.674683	2184.16626
1451.583008	2182.712402
1282.37207	2180.223389
1112.884888	2179.238037
942.8502808	2177.575684
772.8721313	2176.123535
603.1484985	2174.167725
3971.027832	2047.108398
3804.080811	2045.286865
3636.730957	2043.671509
3469.443604	2042.321167
3302.631348	2040.266846
3135.522217	2038.357788
2967.245117	2036.861572
2800.200684	2035.262573
2632.535156	2033.531006
2464.839111	2032.057007
2297.11499	2029.843628
2129.558594	2027.738892
1961.664429	2026.087402
1793.578125	2023.920776
1625.514771	2022.800537
1456.732178	2020.201782
1288.548096	2018.409546
1119.91748	2016.271362
951.0211792	2014.622681
782.1953125	2013.353271
613.0689697	2011.847778
3963.366455	1887.43457
3797.274902	1885.611572
3630.806152	1884.200073
3464.719482	1882.409668
